adm2_en,month,NO2,date
Davao Occidental,2024-07,3.899604016005941e-05,2024-07-01T00:00:00
Cotabato,2024-07,4.1316260307916656e-05,2024-07-01T00:00:00
Maguindanao del Norte,2024-07,3.992149270012259e-05,2024-07-01T00:00:00
Maguindanao del Sur,2024-07,4.210039207073607e-05,2024-07-01T00:00:00
Davao de Oro,2024-08,3.78645648590735e-05,2024-08-01T00:00:00
Davao Occidental,2024-08,3.5404845984738705e-05,2024-08-01T00:00:00
Cotabato,2024-08,3.93440920522849e-05,2024-08-01T00:00:00
Maguindanao del Norte,2024-08,3.801434646103491e-05,2024-08-01T00:00:00
Maguindanao del Sur,2024-08,4.0140824401988846e-05,2024-08-01T00:00:00
Davao de Oro,2024-09,3.891099479202848e-05,2024-09-01T00:00:00
Davao Occidental,2024-09,3.677131071105194e-05,2024-09-01T00:00:00
Cotabato,2024-09,3.8814567156825625e-05,2024-09-01T00:00:00
Maguindanao del Norte,2024-09,3.809452214659046e-05,2024-09-01T00:00:00
Maguindanao del Sur,2024-09,3.981423374057978e-05,2024-09-01T00:00:00
Davao de Oro,2024-10,4.067646693200718e-05,2024-10-01T00:00:00
Davao Occidental,2024-10,3.674235568804931e-05,2024-10-01T00:00:00
Cotabato,2024-10,4.051951708283222e-05,2024-10-01T00:00:00
Maguindanao del Norte,2024-10,3.9526359477863953e-05,2024-10-01T00:00:00
Maguindanao del Sur,2024-10,4.118776311850966e-05,2024-10-01T00:00:00
Davao de Oro,2024-11,3.698072749172716e-05,2024-11-01T00:00:00
Davao Occidental,2024-11,3.4220016657519617e-05,2024-11-01T00:00:00
Cotabato,2024-11,3.981028901017851e-05,2024-11-01T00:00:00
Maguindanao del Norte,2024-11,3.930125599394783e-05,2024-11-01T00:00:00
Maguindanao del Sur,2024-11,4.016004790537459e-05,2024-11-01T00:00:00
Davao de Oro,2024-12,3.5229109249769344e-05,2024-12-01T00:00:00
Davao Occidental,2024-12,3.143943589747884e-05,2024-12-01T00:00:00
Cotabato,2024-12,3.552599393368888e-05,2024-12-01T00:00:00
Maguindanao del Norte,2024-12,3.47174044926576e-05,2024-12-01T00:00:00
Maguindanao del Sur,2024-12,3.523211936748591e-05,2024-12-01T00:00:00
Davao de Oro,2025-01,3.279102044851e-05,2025-01-01T00:00:00
Davao Occidental,2025-01,3.031234975758416e-05,2025-01-01T00:00:00
Cotabato,2025-01,3.511305897053335e-05,2025-01-01T00:00:00
Maguindanao del Norte,2025-01,3.5337408802765325e-05,2025-01-01T00:00:00
Maguindanao del Sur,2025-01,3.586656231636238e-05,2025-01-01T00:00:00
Davao de Oro,2025-02,3.147465158723333e-05,2025-02-01T00:00:00
Davao Occidental,2025-02,2.959799514388481e-05,2025-02-01T00:00:00
Cotabato,2025-02,3.394431199294545e-05,2025-02-01T00:00:00
Maguindanao del Norte,2025-02,3.291386380067271e-05,2025-02-01T00:00:00
Maguindanao del Sur,2025-02,3.334266305305749e-05,2025-02-01T00:00:00
Davao de Oro,2025-03,3.222582789149164e-05,2025-03-01T00:00:00
Davao Occidental,2025-03,2.94707388666586e-05,2025-03-01T00:00:00
Cotabato,2025-03,3.465327179073447e-05,2025-03-01T00:00:00
Maguindanao del Norte,2025-03,3.446175058424281e-05,2025-03-01T00:00:00
Maguindanao del Sur,2025-03,3.5058391368989424e-05,2025-03-01T00:00:00
Davao de Oro,2025-04,3.305860532079695e-05,2025-04-01T00:00:00
Davao Occidental,2025-04,3.234823688746533e-05,2025-04-01T00:00:00
Cotabato,2025-04,3.801220912377877e-05,2025-04-01T00:00:00
Maguindanao del Norte,2025-04,3.728544229326552e-05,2025-04-01T00:00:00
Maguindanao del Sur,2025-04,3.913925289158135e-05,2025-04-01T00:00:00
Davao de Oro,2025-05,3.756568607190268e-05,2025-05-01T00:00:00
Davao Occidental,2025-05,3.502734226657718e-05,2025-05-01T00:00:00
Cotabato,2025-05,4.119281238227496e-05,2025-05-01T00:00:00
Maguindanao del Norte,2025-05,4.036419450047489e-05,2025-05-01T00:00:00
Maguindanao del Sur,2025-05,4.1226542834548926e-05,2025-05-01T00:00:00
Davao del Norte,2018-06,4.43854394794056e-05,2018-06-01T00:00:00
Abra,2018-06,5.2000815214294944e-05,2018-06-01T00:00:00
Agusan del Norte,2018-06,4.72965003187618e-05,2018-06-01T00:00:00
Agusan del Sur,2018-06,4.5187263633496286e-05,2018-06-01T00:00:00
Aklan,2018-06,4.991367991823991e-05,2018-06-01T00:00:00
Albay,2018-06,3.908586877921013e-05,2018-06-01T00:00:00
Antique,2018-06,4.55595698415743e-05,2018-06-01T00:00:00
Apayao,2018-06,4.524489772890839e-05,2018-06-01T00:00:00
Aurora,2018-06,5.258790806975568e-05,2018-06-01T00:00:00
Basilan,2018-06,3.289523763117345e-05,2018-06-01T00:00:00
Bataan,2018-06,5.325531101747962e-05,2018-06-01T00:00:00
Batanes,2018-06,5.666001398487302e-05,2018-06-01T00:00:00
Batangas,2018-06,4.70363951134541e-05,2018-06-01T00:00:00
Benguet,2018-06,5.125240976586505e-05,2018-06-01T00:00:00
Biliran,2018-06,4.9433268604154326e-05,2018-06-01T00:00:00
Bohol,2018-06,4.2917546759208624e-05,2018-06-01T00:00:00
Bukidnon,2018-06,4.219288961829621e-05,2018-06-01T00:00:00
Bulacan,2018-06,5.9263112779243374e-05,2018-06-01T00:00:00
Cagayan,2018-06,4.696897776207859e-05,2018-06-01T00:00:00
Camarines Norte,2018-06,4.523562532628947e-05,2018-06-01T00:00:00
Camarines Sur,2018-06,4.130262451492866e-05,2018-06-01T00:00:00
Camiguin,2018-06,4.776634850196108e-05,2018-06-01T00:00:00
Capiz,2018-06,4.673983578351534e-05,2018-06-01T00:00:00
Catanduanes,2018-06,3.9275559255481625e-05,2018-06-01T00:00:00
Cavite,2018-06,4.827170631469368e-05,2018-06-01T00:00:00
Cebu,2018-06,4.941408227220416e-05,2018-06-01T00:00:00
Compostela Valley,2018-06,4.383246526241678e-05,2018-06-01T00:00:00
Davao del Sur,2018-06,4.034768750578304e-05,2018-06-01T00:00:00
Davao Oriental,2018-06,4.264374028084542e-05,2018-06-01T00:00:00
Dinagat Islands,2018-06,4.421577377883199e-05,2018-06-01T00:00:00
Eastern Samar,2018-06,4.703819766008612e-05,2018-06-01T00:00:00
Guimaras,2018-06,4.969760697611078e-05,2018-06-01T00:00:00
Ifugao,2018-06,5.253257767352917e-05,2018-06-01T00:00:00
Ilocos Norte,2018-06,5.180849325796707e-05,2018-06-01T00:00:00
Ilocos Sur,2018-06,5.387046700194571e-05,2018-06-01T00:00:00
Iloilo,2018-06,4.566098927052383e-05,2018-06-01T00:00:00
Isabela,2018-06,5.8187243549343565e-05,2018-06-01T00:00:00
Kalinga,2018-06,5.314025862738778e-05,2018-06-01T00:00:00
La Union,2018-06,5.458036674712776e-05,2018-06-01T00:00:00
Laguna,2018-06,5.853299933661652e-05,2018-06-01T00:00:00
Lanao del Norte,2018-06,4.4950697434240936e-05,2018-06-01T00:00:00
Lanao del Sur,2018-06,4.0418736914493285e-05,2018-06-01T00:00:00
Leyte,2018-06,4.773938764311589e-05,2018-06-01T00:00:00
Maguindanao,2018-06,4.2506598109968185e-05,2018-06-01T00:00:00
Marinduque,2018-06,4.8184399508265294e-05,2018-06-01T00:00:00
Masbate,2018-06,4.5903174462216e-05,2018-06-01T00:00:00
Metropolitan Manila,2018-06,7.695711291983001e-05,2018-06-01T00:00:00
Misamis Occidental,2018-06,4.009512075690832e-05,2018-06-01T00:00:00
Misamis Oriental,2018-06,4.791068940801408e-05,2018-06-01T00:00:00
Mountain Province,2018-06,5.2978777442247285e-05,2018-06-01T00:00:00
Negros Occidental,2018-06,4.613756713088166e-05,2018-06-01T00:00:00
Negros Oriental,2018-06,4.458125847792973e-05,2018-06-01T00:00:00
North Cotabato,2018-06,4.352243105496756e-05,2018-06-01T00:00:00
Northern Samar,2018-06,4.800893972735465e-05,2018-06-01T00:00:00
Nueva Ecija,2018-06,5.214330027253776e-05,2018-06-01T00:00:00
Nueva Vizcaya,2018-06,5.324232540366743e-05,2018-06-01T00:00:00
Occidental Mindoro,2018-06,4.676422105651504e-05,2018-06-01T00:00:00
Oriental Mindoro,2018-06,4.677025780753077e-05,2018-06-01T00:00:00
Pampanga,2018-06,5.1330380170368525e-05,2018-06-01T00:00:00
Pangasinan,2018-06,5.33562108707656e-05,2018-06-01T00:00:00
Quezon,2018-06,4.7708435550625925e-05,2018-06-01T00:00:00
Quirino,2018-06,5.565265907667168e-05,2018-06-01T00:00:00
Rizal,2018-06,7.090194314758437e-05,2018-06-01T00:00:00
Romblon,2018-06,4.566433170499649e-05,2018-06-01T00:00:00
Sarangani,2018-06,3.813105252947061e-05,2018-06-01T00:00:00
Siquijor,2018-06,4.302701643961306e-05,2018-06-01T00:00:00
Sorsogon,2018-06,4.797729347522655e-05,2018-06-01T00:00:00
South Cotabato,2018-06,4.261924621280268e-05,2018-06-01T00:00:00
Southern Leyte,2018-06,4.761729089430359e-05,2018-06-01T00:00:00
Sultan Kudarat,2018-06,4.041118866028016e-05,2018-06-01T00:00:00
Sulu,2018-06,4.230945461492043e-05,2018-06-01T00:00:00
Surigao del Norte,2018-06,4.8913322006147045e-05,2018-06-01T00:00:00
Surigao del Sur,2018-06,4.633234166666323e-05,2018-06-01T00:00:00
Tarlac,2018-06,5.354132425561155e-05,2018-06-01T00:00:00
Tawi-Tawi,2018-06,4.120066633685715e-05,2018-06-01T00:00:00
Zambales,2018-06,4.783413198302088e-05,2018-06-01T00:00:00
Zamboanga del Norte,2018-06,4.1940513782673485e-05,2018-06-01T00:00:00
Zamboanga del Sur,2018-06,4.238065952267766e-05,2018-06-01T00:00:00
Zamboanga Sibugay,2018-06,4.238983313759444e-05,2018-06-01T00:00:00
Palawan,2018-06,3.773412068721768e-05,2018-06-01T00:00:00
Samar,2018-06,4.844874356984004e-05,2018-06-01T00:00:00
Davao del Norte,2018-07,4.917448583875414e-05,2018-07-01T00:00:00
Abra,2018-07,5.631766597241817e-05,2018-07-01T00:00:00
Agusan del Norte,2018-07,4.6161376238904846e-05,2018-07-01T00:00:00
Agusan del Sur,2018-07,4.580028977988461e-05,2018-07-01T00:00:00
Aklan,2018-07,4.6136451664087255e-05,2018-07-01T00:00:00
Albay,2018-07,5.106069378495588e-05,2018-07-01T00:00:00
Antique,2018-07,4.307032405999775e-05,2018-07-01T00:00:00
Apayao,2018-07,5.61340322615814e-05,2018-07-01T00:00:00
Aurora,2018-07,5.503387442765272e-05,2018-07-01T00:00:00
Basilan,2018-07,4.280199396192306e-05,2018-07-01T00:00:00
Bataan,2018-07,5.7916307065653055e-05,2018-07-01T00:00:00
Batanes,2018-07,5.5760888208254594e-05,2018-07-01T00:00:00
Batangas,2018-07,5.932876975547509e-05,2018-07-01T00:00:00
Benguet,2018-07,5.701845798401586e-05,2018-07-01T00:00:00
Biliran,2018-07,4.884990040870303e-05,2018-07-01T00:00:00
Bohol,2018-07,4.567067894986907e-05,2018-07-01T00:00:00
Bukidnon,2018-07,4.484053796841553e-05,2018-07-01T00:00:00
Bulacan,2018-07,7.186692314510854e-05,2018-07-01T00:00:00
Cagayan,2018-07,5.699001687254519e-05,2018-07-01T00:00:00
Camarines Norte,2018-07,5.3762870675473936e-05,2018-07-01T00:00:00
Camarines Sur,2018-07,5.143856030701023e-05,2018-07-01T00:00:00
Camiguin,2018-07,4.57256277272442e-05,2018-07-01T00:00:00
Capiz,2018-07,4.631598580191981e-05,2018-07-01T00:00:00
Catanduanes,2018-07,4.963670198543009e-05,2018-07-01T00:00:00
Cavite,2018-07,6.216942703135631e-05,2018-07-01T00:00:00
Cebu,2018-07,4.861869093845639e-05,2018-07-01T00:00:00
Compostela Valley,2018-07,4.766103317986031e-05,2018-07-01T00:00:00
Davao del Sur,2018-07,4.5475762416860027e-05,2018-07-01T00:00:00
Davao Oriental,2018-07,4.369525227160829e-05,2018-07-01T00:00:00
Dinagat Islands,2018-07,4.514723567223707e-05,2018-07-01T00:00:00
Eastern Samar,2018-07,4.531660177387255e-05,2018-07-01T00:00:00
Guimaras,2018-07,4.6114757245526666e-05,2018-07-01T00:00:00
Ifugao,2018-07,5.6336373415755725e-05,2018-07-01T00:00:00
Ilocos Norte,2018-07,5.790146116048257e-05,2018-07-01T00:00:00
Ilocos Sur,2018-07,5.888048264000293e-05,2018-07-01T00:00:00
Iloilo,2018-07,4.504592869754697e-05,2018-07-01T00:00:00
Isabela,2018-07,5.861759881979531e-05,2018-07-01T00:00:00
Kalinga,2018-07,5.747821159661636e-05,2018-07-01T00:00:00
La Union,2018-07,6.244956369110298e-05,2018-07-01T00:00:00
Laguna,2018-07,7.192677212947718e-05,2018-07-01T00:00:00
Lanao del Norte,2018-07,4.503761386886175e-05,2018-07-01T00:00:00
Lanao del Sur,2018-07,4.250163587391431e-05,2018-07-01T00:00:00
Leyte,2018-07,4.678185606987281e-05,2018-07-01T00:00:00
Maguindanao,2018-07,4.535680933428581e-05,2018-07-01T00:00:00
Marinduque,2018-07,5.344976258973686e-05,2018-07-01T00:00:00
Masbate,2018-07,4.8108394788774494e-05,2018-07-01T00:00:00
Metropolitan Manila,2018-07,8.920679170282693e-05,2018-07-01T00:00:00
Misamis Occidental,2018-07,4.2892008166416886e-05,2018-07-01T00:00:00
Misamis Oriental,2018-07,4.706566584621685e-05,2018-07-01T00:00:00
Mountain Province,2018-07,5.547774347313801e-05,2018-07-01T00:00:00
Negros Occidental,2018-07,4.61790085470936e-05,2018-07-01T00:00:00
Negros Oriental,2018-07,4.353100333529013e-05,2018-07-01T00:00:00
North Cotabato,2018-07,4.613956847207975e-05,2018-07-01T00:00:00
Northern Samar,2018-07,4.9265567102293805e-05,2018-07-01T00:00:00
Nueva Ecija,2018-07,6.195176087384841e-05,2018-07-01T00:00:00
Nueva Vizcaya,2018-07,5.7654431266901816e-05,2018-07-01T00:00:00
Occidental Mindoro,2018-07,4.605332782240501e-05,2018-07-01T00:00:00
Oriental Mindoro,2018-07,4.785908535702859e-05,2018-07-01T00:00:00
Pampanga,2018-07,6.492329269348172e-05,2018-07-01T00:00:00
Pangasinan,2018-07,6.344533706743776e-05,2018-07-01T00:00:00
Quezon,2018-07,5.931228773367976e-05,2018-07-01T00:00:00
Quirino,2018-07,5.8803543048187546e-05,2018-07-01T00:00:00
Rizal,2018-07,8.233129701619373e-05,2018-07-01T00:00:00
Romblon,2018-07,4.607756646401745e-05,2018-07-01T00:00:00
Sarangani,2018-07,4.207726631460695e-05,2018-07-01T00:00:00
Siquijor,2018-07,4.4904298411189696e-05,2018-07-01T00:00:00
Sorsogon,2018-07,4.932720002753743e-05,2018-07-01T00:00:00
South Cotabato,2018-07,4.336077069385484e-05,2018-07-01T00:00:00
Southern Leyte,2018-07,4.444269402215798e-05,2018-07-01T00:00:00
Sultan Kudarat,2018-07,4.5028412175272025e-05,2018-07-01T00:00:00
Sulu,2018-07,4.185244215701024e-05,2018-07-01T00:00:00
Surigao del Norte,2018-07,4.5025777230002495e-05,2018-07-01T00:00:00
Surigao del Sur,2018-07,4.474462010834979e-05,2018-07-01T00:00:00
Tarlac,2018-07,6.60428175906734e-05,2018-07-01T00:00:00
Tawi-Tawi,2018-07,4.086285041934747e-05,2018-07-01T00:00:00
Zambales,2018-07,5.721804467759581e-05,2018-07-01T00:00:00
Zamboanga del Norte,2018-07,4.3638109079329605e-05,2018-07-01T00:00:00
Zamboanga del Sur,2018-07,4.226727948973592e-05,2018-07-01T00:00:00
Zamboanga Sibugay,2018-07,4.17225851631522e-05,2018-07-01T00:00:00
Palawan,2018-07,4.101671337758352e-05,2018-07-01T00:00:00
Samar,2018-07,4.712506530141784e-05,2018-07-01T00:00:00
Davao del Norte,2018-08,4.631394747868496e-05,2018-08-01T00:00:00
Abra,2018-08,5.098610531075362e-05,2018-08-01T00:00:00
Agusan del Norte,2018-08,4.525803119690438e-05,2018-08-01T00:00:00
Agusan del Sur,2018-08,4.505299816476691e-05,2018-08-01T00:00:00
Aklan,2018-08,4.627013960402236e-05,2018-08-01T00:00:00
Albay,2018-08,4.784936808538884e-05,2018-08-01T00:00:00
Antique,2018-08,4.4549468418060006e-05,2018-08-01T00:00:00
Apayao,2018-08,5.225332278687532e-05,2018-08-01T00:00:00
Aurora,2018-08,5.0134298618888526e-05,2018-08-01T00:00:00
Basilan,2018-08,4.331458492939324e-05,2018-08-01T00:00:00
Bataan,2018-08,5.216119474572794e-05,2018-08-01T00:00:00
Batanes,2018-08,5.730686581880892e-05,2018-08-01T00:00:00
Batangas,2018-08,5.141799048798113e-05,2018-08-01T00:00:00
Benguet,2018-08,5.232488543214668e-05,2018-08-01T00:00:00
Biliran,2018-08,4.61193407278213e-05,2018-08-01T00:00:00
Bohol,2018-08,4.6234249295230345e-05,2018-08-01T00:00:00
Bukidnon,2018-08,4.4892889688699696e-05,2018-08-01T00:00:00
Bulacan,2018-08,5.7961420424925007e-05,2018-08-01T00:00:00
Cagayan,2018-08,5.482661243457442e-05,2018-08-01T00:00:00
Camarines Norte,2018-08,4.662324985911024e-05,2018-08-01T00:00:00
Camarines Sur,2018-08,4.67110645662728e-05,2018-08-01T00:00:00
Camiguin,2018-08,4.641221245754606e-05,2018-08-01T00:00:00
Capiz,2018-08,4.630417215536377e-05,2018-08-01T00:00:00
Catanduanes,2018-08,4.548389479779447e-05,2018-08-01T00:00:00
Cavite,2018-08,5.4640905678201664e-05,2018-08-01T00:00:00
Cebu,2018-08,4.9060338397156855e-05,2018-08-01T00:00:00
Compostela Valley,2018-08,4.449345779919345e-05,2018-08-01T00:00:00
Davao del Sur,2018-08,4.462326913901746e-05,2018-08-01T00:00:00
Davao Oriental,2018-08,4.251310670093729e-05,2018-08-01T00:00:00
Dinagat Islands,2018-08,4.494537957428221e-05,2018-08-01T00:00:00
Eastern Samar,2018-08,4.46648618580902e-05,2018-08-01T00:00:00
Guimaras,2018-08,4.907636983664146e-05,2018-08-01T00:00:00
Ifugao,2018-08,5.28597634410007e-05,2018-08-01T00:00:00
Ilocos Norte,2018-08,5.2223036462726194e-05,2018-08-01T00:00:00
Ilocos Sur,2018-08,5.293079525466114e-05,2018-08-01T00:00:00
Iloilo,2018-08,4.676671362062059e-05,2018-08-01T00:00:00
Isabela,2018-08,5.623180926861038e-05,2018-08-01T00:00:00
Kalinga,2018-08,5.378573945154175e-05,2018-08-01T00:00:00
La Union,2018-08,5.586378806303317e-05,2018-08-01T00:00:00
Laguna,2018-08,5.808302311043656e-05,2018-08-01T00:00:00
Lanao del Norte,2018-08,4.588777064181442e-05,2018-08-01T00:00:00
Lanao del Sur,2018-08,4.29959905797712e-05,2018-08-01T00:00:00
Leyte,2018-08,4.5101878917132895e-05,2018-08-01T00:00:00
Maguindanao,2018-08,4.531983877149531e-05,2018-08-01T00:00:00
Marinduque,2018-08,4.536362716868895e-05,2018-08-01T00:00:00
Masbate,2018-08,4.7139694343240426e-05,2018-08-01T00:00:00
Metropolitan Manila,2018-08,7.953490674175282e-05,2018-08-01T00:00:00
Misamis Occidental,2018-08,4.46321575443179e-05,2018-08-01T00:00:00
Misamis Oriental,2018-08,4.830553462404767e-05,2018-08-01T00:00:00
Mountain Province,2018-08,5.357660457486861e-05,2018-08-01T00:00:00
Negros Occidental,2018-08,4.720277108570523e-05,2018-08-01T00:00:00
Negros Oriental,2018-08,4.4101697114542615e-05,2018-08-01T00:00:00
North Cotabato,2018-08,4.523309390791392e-05,2018-08-01T00:00:00
Northern Samar,2018-08,4.564857175174986e-05,2018-08-01T00:00:00
Nueva Ecija,2018-08,5.258940752299604e-05,2018-08-01T00:00:00
Nueva Vizcaya,2018-08,5.235223886411096e-05,2018-08-01T00:00:00
Occidental Mindoro,2018-08,4.344769938074908e-05,2018-08-01T00:00:00
Oriental Mindoro,2018-08,4.380684802588485e-05,2018-08-01T00:00:00
Pampanga,2018-08,5.415962015261923e-05,2018-08-01T00:00:00
Pangasinan,2018-08,5.351815796789867e-05,2018-08-01T00:00:00
Quezon,2018-08,5.030115971330789e-05,2018-08-01T00:00:00
Quirino,2018-08,5.3217736371225215e-05,2018-08-01T00:00:00
Rizal,2018-08,6.861055276120827e-05,2018-08-01T00:00:00
Romblon,2018-08,4.420996897096224e-05,2018-08-01T00:00:00
Sarangani,2018-08,4.255172656048014e-05,2018-08-01T00:00:00
Siquijor,2018-08,4.5164769611125584e-05,2018-08-01T00:00:00
Sorsogon,2018-08,4.6910967810551545e-05,2018-08-01T00:00:00
South Cotabato,2018-08,4.387527134708241e-05,2018-08-01T00:00:00
Southern Leyte,2018-08,4.456913783369751e-05,2018-08-01T00:00:00
Sultan Kudarat,2018-08,4.389629732085178e-05,2018-08-01T00:00:00
Sulu,2018-08,4.1624867094247545e-05,2018-08-01T00:00:00
Surigao del Norte,2018-08,4.523125780815003e-05,2018-08-01T00:00:00
Surigao del Sur,2018-08,4.430891751360747e-05,2018-08-01T00:00:00
Tarlac,2018-08,5.312412268995835e-05,2018-08-01T00:00:00
Tawi-Tawi,2018-08,4.179864048444509e-05,2018-08-01T00:00:00
Zambales,2018-08,4.981148390955798e-05,2018-08-01T00:00:00
Zamboanga del Norte,2018-08,4.45015420822271e-05,2018-08-01T00:00:00
Zamboanga del Sur,2018-08,4.334486436709918e-05,2018-08-01T00:00:00
Zamboanga Sibugay,2018-08,4.2387076045753854e-05,2018-08-01T00:00:00
Palawan,2018-08,4.206453316393069e-05,2018-08-01T00:00:00
Samar,2018-08,4.527629113082129e-05,2018-08-01T00:00:00
Davao del Norte,2018-09,4.569603313721595e-05,2018-09-01T00:00:00
Abra,2018-09,5.0598817190613456e-05,2018-09-01T00:00:00
Agusan del Norte,2018-09,4.412723315267851e-05,2018-09-01T00:00:00
Agusan del Sur,2018-09,4.425930066737995e-05,2018-09-01T00:00:00
Aklan,2018-09,4.432023395452188e-05,2018-09-01T00:00:00
Albay,2018-09,4.60689840799349e-05,2018-09-01T00:00:00
Antique,2018-09,4.291270605866958e-05,2018-09-01T00:00:00
Apayao,2018-09,4.855848469784065e-05,2018-09-01T00:00:00
Aurora,2018-09,5.206843640665549e-05,2018-09-01T00:00:00
Basilan,2018-09,4.124080308714863e-05,2018-09-01T00:00:00
Bataan,2018-09,6.115554133611819e-05,2018-09-01T00:00:00
Batanes,2018-09,5.24441600878321e-05,2018-09-01T00:00:00
Batangas,2018-09,5.682586962447452e-05,2018-09-01T00:00:00
Benguet,2018-09,5.716864231953551e-05,2018-09-01T00:00:00
Biliran,2018-09,4.568989641825908e-05,2018-09-01T00:00:00
Bohol,2018-09,4.347323980586892e-05,2018-09-01T00:00:00
Bukidnon,2018-09,4.376053547420193e-05,2018-09-01T00:00:00
Bulacan,2018-09,6.598454559661106e-05,2018-09-01T00:00:00
Cagayan,2018-09,5.030558104128702e-05,2018-09-01T00:00:00
Camarines Norte,2018-09,4.894179288604694e-05,2018-09-01T00:00:00
Camarines Sur,2018-09,4.642135392344982e-05,2018-09-01T00:00:00
Camiguin,2018-09,4.514665769647818e-05,2018-09-01T00:00:00
Capiz,2018-09,4.660022320431904e-05,2018-09-01T00:00:00
Catanduanes,2018-09,4.441624514516084e-05,2018-09-01T00:00:00
Cavite,2018-09,6.608435928472395e-05,2018-09-01T00:00:00
Cebu,2018-09,4.586759148684439e-05,2018-09-01T00:00:00
Compostela Valley,2018-09,4.58334813251817e-05,2018-09-01T00:00:00
Davao del Sur,2018-09,4.4134484143600056e-05,2018-09-01T00:00:00
Davao Oriental,2018-09,4.384376743816532e-05,2018-09-01T00:00:00
Dinagat Islands,2018-09,4.261312372309578e-05,2018-09-01T00:00:00
Eastern Samar,2018-09,4.266203705708129e-05,2018-09-01T00:00:00
Guimaras,2018-09,4.723155696565475e-05,2018-09-01T00:00:00
Ifugao,2018-09,5.147133830595599e-05,2018-09-01T00:00:00
Ilocos Norte,2018-09,5.2401000014885325e-05,2018-09-01T00:00:00
Ilocos Sur,2018-09,5.615650196883381e-05,2018-09-01T00:00:00
Iloilo,2018-09,4.42474015865913e-05,2018-09-01T00:00:00
Isabela,2018-09,5.182193855211271e-05,2018-09-01T00:00:00
